#Normal Walk - Left Only
#tested on dog mac addr: 0010C6245457 (red 3)
#timestamp: 8:19pm 17/05/2005
#left RAW command / left actual command (cm/step) / time mean / std dev / distance
#50 12.1789 9984.5  270.566 190
#45 12.0137 10121.8 424.127 190
#40 12.0469 10093.9 393.003 190
35 12.1311 10023.8 395.935 190
30 11.6386 9898.1  565.275 180
25 10.0486 11464.3 517.398 180
20 8.89026 12958   502.744 180
15 6.77635 17000   429.45  180
10 4.34234 26529.5 469.162 180
5  1.99689 57689.7 2037.14 180
