#Normal Walk - Right Only
#tested on dog mac addr: 0010C6245457 (red 3)
#timestamp: 8:47pm 17/05/2005
#right RAW command / right actual command (cm/step) / time mean / std dev / distance
#45 11.2407 10248.5 528.55  180
#40 12.3358 9338.71 498.586 180
35 11.9134 9669.8  347.031 180
30 11.2858 10207.5 441.497 180
25 11.1348 10345.9 354.36  180
20 10.0865 11421.2 430.514 180
15 7.85389 14667.9 482.907 180
10 5.22046 22067   379.282 180
#5
