#Normal Walk - Left Only
#tested on dog blue 1(mac addr: 0010C6244D35)
#timestamp: 4:24pm 17/05/2005
#left RAW command / left actual command (cm/step) / time mean / std dev / distance
#45 11.2368 11343.5 330.804 200
#40 11.1944 11434.3 544.773 200
35 11.3648 11262.8 672.283 200
30 10.6446 11724.3 514.242 195
25 9.68392 12556.9 422.55  190
20 8.44351 14401.6 173.488 190
15 6.7732  17953.1 326.093 190
10 4.55931 26670.7 698.304 190
5  2.02057 60181.1 2674.71 190
