#Normal Walk - turn ClockWise Only
#tested on dog blue 1(mac addr: 0010C6244D35)
#timestamp: 5:53pm 17/05/2005
#turn CW RAW command / turn CW actual command (cm/step) / time mean / std dev / distance
-5  -8.70189 26477   1003.96
-10 -22.9773 10027.3 144.211
-15 -36.1179 6379.11 105.586
-20 -47.9875 4801.25 67.4773
-25 -60.7726 3791.18 26.937
-30 -70.8182 3253.4  41.9814
-35 -76.8564 2997.8  101.806
#-40 -78.4295 2937.67 60.2476
#-45 -76.0082 3031.25 102.583
#-50 -74.3259 3099.86 39.686
