130  10
69   20
40.5 30
26.8 40
20.8 50
16.9 60
14.4 70
12.8 80
11   90
10.1 100
9.27 110
8.26 120
7.81 130
7.31 140
6.70 150
6.01 160
5.8  170
5.54 180
4.9  190
4.83 200
4.61 210
4.44 220
4.07 230
58.5 20
35.5 30
25.4 40
20.5 50
16.9 60
14.6 70
12.3 80
10.9 90
9.8  100
8.85 110
7.97 120
7.4  130
6.9  140
6.5  150
6.2  160
5.7  170
5.4  180
4.9  190
4.7  200
4.47 210
3.83 220
3.7  230
3.78 240
