w1,b1,,w1,b1,,w1,b1,,
49,45.714,red,184,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
49,45.714,red,186,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
51,45.714,red,186,177.625,red,112,111.362,red,
50,45.714,red,185,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
51,45.714,red,184,177.625,red,114,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
51,45.714,red,185,177.625,red,112,111.362,red,
51,45.714,red,187,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,185,177.625,red,112,111.362,red,
49,45.714,red,182,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,186,177.625,red,110,111.362,red,
50,45.714,red,187,177.625,red,107,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
51,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,107,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
47,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,112,111.362,red,
47,45.714,red,180,177.625,red,113,111.362,red,
48,45.714,red,182,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,107,111.362,red,
50,45.714,red,185,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,181,177.625,red,114,111.362,red,
48,45.714,red,180,177.625,red,114,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,114,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
49,45.714,red,180,177.625,red,116,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,181,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,108,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
49,45.714,red,185,177.625,red,110,111.362,red,
50,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,184,177.625,red,112,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,184,177.625,red,109,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,107,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,185,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
50,45.714,red,183,177.625,red,112,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,107,111.362,red,
50,45.714,red,187,177.625,red,108,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,185,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,107,111.362,red,
50,45.714,red,179,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,182,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,185,177.625,red,107,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
47,45.714,red,181,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,184,177.625,red,109,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,113,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,109,111.362,red,
48,45.714,red,182,177.625,red,109,111.362,red,
48,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
49,45.714,red,186,177.625,red,107,111.362,red,
48,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,114,111.362,red,
48,45.714,red,182,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,182,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,183,177.625,red,114,111.362,red,
49,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,181,177.625,red,110,111.362,red,
50,45.714,red,181,177.625,red,107,111.362,red,
49,45.714,red,185,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
48,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,181,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,181,177.625,red,113,111.362,red,
50,45.714,red,182,177.625,red,112,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
49,45.714,red,186,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
50,45.714,red,183,177.625,red,107,111.362,red,
49,45.714,red,183,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,185,177.625,red,111,111.362,red,
47,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,109,111.362,red,
48,45.714,red,184,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,108,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,182,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,186,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,107,111.362,red,
50,45.714,red,184,177.625,red,113,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,182,177.625,red,113,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,186,177.625,red,109,111.362,red,
50,45.714,red,183,177.625,red,114,111.362,red,
49,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,114,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
51,45.714,red,185,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
51,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
50,45.714,red,186,177.625,red,107,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,112,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,181,177.625,red,110,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,107,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,186,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
49,45.714,red,186,177.625,red,107,111.362,red,
50,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,113,111.362,red,
50,45.714,red,185,177.625,red,111,111.362,red,
49,45.714,red,187,177.625,red,107,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,116,111.362,red,
50,45.714,red,183,177.625,red,114,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
50,45.714,red,183,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
51,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
48,45.714,red,181,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,181,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,112,111.362,red,
48,45.714,red,183,177.625,red,108,111.362,red,
50,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,181,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,113,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,184,177.625,red,111,111.362,red,
47,45.714,red,182,177.625,red,111,111.362,red,
48,45.714,red,181,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,114,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,108,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
51,45.714,red,185,177.625,red,112,111.362,red,
50,45.714,red,186,177.625,red,110,111.362,red,
50,45.714,red,182,177.625,red,114,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,109,111.362,red,
50,45.714,red,186,177.625,red,111,111.362,red,
50,45.714,red,186,177.625,red,107,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,114,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,108,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
51,45.714,red,185,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,112,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,113,111.362,red,
50,45.714,red,186,177.625,red,109,111.362,red,
51,45.714,red,184,177.625,red,115,111.362,red,
50,45.714,red,187,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
49,45.714,red,186,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,108,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,181,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
48,45.714,red,180,177.625,red,115,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,181,177.625,red,113,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
47,45.714,red,181,177.625,red,113,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
50,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
48,45.714,red,184,177.625,red,110,111.362,red,
48,45.714,red,182,177.625,red,108,111.362,red,
48,45.714,red,181,177.625,red,111,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,109,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
48,45.714,red,182,177.625,red,112,111.362,red,
48,45.714,red,181,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,182,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
50,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
48,45.714,red,181,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
48,45.714,red,182,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,111,111.362,red,
48,45.714,red,181,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,109,111.362,red,
50,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,186,177.625,red,109,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,109,111.362,red,
50,45.714,red,185,177.625,red,111,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
48,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
50,45.714,red,184,177.625,red,112,111.362,red,
50,45.714,red,185,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,184,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,183,177.625,red,110,111.362,red,
50,45.714,red,183,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,109,111.362,red,
49,45.714,red,182,177.625,red,113,111.362,red,
49,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
51,45.714,red,187,177.625,red,109,111.362,red,
50,45.714,red,186,177.625,red,110,111.362,red,
50,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,186,177.625,red,108,111.362,red,
49,45.714,red,184,177.625,red,108,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
50,45.714,red,184,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,110,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
48,45.714,red,184,177.625,red,111,111.362,red,
48,45.714,red,182,177.625,red,110,111.362,red,
49,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
48,45.714,red,183,177.625,red,113,111.362,red,
49,45.714,red,183,177.625,red,112,111.362,red,
49,45.714,red,184,177.625,red,109,111.362,red,
50,45.714,red,184,177.625,red,111,111.362,red,
49,45.714,red,185,177.625,red,108,111.362,red,
50,45.714,red,183,177.625,red,113,111.362,red,
50,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,183,177.625,red,111,111.362,red,
49,45.714,red,182,177.625,red,110,111.362,red,
