
LINEST FOR Y,,,LINEST FOR U,,,LINEST FOR V,
=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;1),=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;2),,=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;1),=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;2),,=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;1),=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;2),,
21,19.205,blue,129,126.152,blue,131,129.387,blue,
23,19.205,blue,128,126.152,blue,126,129.387,blue,
21,19.205,blue,129,126.152,blue,128,129.387,blue,
21,19.205,blue,128,126.152,blue,127,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
22,19.205,blue,130,126.152,blue,126,129.387,blue,
20,19.205,blue,129,126.152,blue,129,129.387,blue,
21,19.205,blue,130,126.152,blue,129,129.387,blue,
21,19.205,blue,129,126.152,blue,130,129.387,blue,
20,19.205,blue,129,126.152,blue,128,129.387,blue,
21,19.205,blue,127,126.152,blue,127,129.387,blue,
22,19.205,blue,127,126.152,blue,128,129.387,blue,
22,19.205,blue,123,126.152,blue,126,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
20,19.205,blue,125,126.152,blue,133,129.387,blue,
20,19.205,blue,123,126.152,blue,127,129.387,blue,
19,19.205,blue,127,126.152,blue,131,129.387,blue,
20,19.205,blue,128,126.152,blue,131,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
22,19.205,blue,126,126.152,blue,128,129.387,blue,
22,19.205,blue,126,126.152,blue,126,129.387,blue,
21,19.205,blue,128,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,132,129.387,blue,
22,19.205,blue,125,126.152,blue,125,129.387,blue,
20,19.205,blue,127,126.152,blue,127,129.387,blue,
20,19.205,blue,130,126.152,blue,131,129.387,blue,
21,19.205,blue,130,126.152,blue,131,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
19,19.205,blue,126,126.152,blue,135,129.387,blue,
22,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,124,126.152,blue,134,129.387,blue,
21,19.205,blue,125,126.152,blue,132,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
21,19.205,blue,125,126.152,blue,131,129.387,blue,
19,19.205,blue,127,126.152,blue,134,129.387,blue,
22,19.205,blue,126,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,129,126.152,blue,129,129.387,blue,
23,19.205,blue,126,126.152,blue,132,129.387,blue,
20,19.205,blue,126,126.152,blue,132,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,131,126.152,blue,129,129.387,blue,
20,19.205,blue,129,126.152,blue,130,129.387,blue,
22,19.205,blue,128,126.152,blue,136,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,126,126.152,blue,131,129.387,blue,
21,19.205,blue,124,126.152,blue,127,129.387,blue,
20,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,125,126.152,blue,131,129.387,blue,
22,19.205,blue,127,126.152,blue,128,129.387,blue,
22,19.205,blue,124,126.152,blue,128,129.387,blue,
21,19.205,blue,125,126.152,blue,130,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,124,126.152,blue,133,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
21,19.205,blue,124,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,132,129.387,blue,
21,19.205,blue,126,126.152,blue,128,129.387,blue,
20,19.205,blue,129,126.152,blue,127,129.387,blue,
21,19.205,blue,131,126.152,blue,128,129.387,blue,
23,19.205,blue,126,126.152,blue,128,129.387,blue,
21,19.205,blue,125,126.152,blue,125,129.387,blue,
21,19.205,blue,129,126.152,blue,129,129.387,blue,
22,19.205,blue,125,126.152,blue,127,129.387,blue,
21,19.205,blue,127,126.152,blue,130,129.387,blue,
20,19.205,blue,129,126.152,blue,128,129.387,blue,
22,19.205,blue,125,126.152,blue,128,129.387,blue,
20,19.205,blue,126,126.152,blue,127,129.387,blue,
20,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,126,126.152,blue,128,129.387,blue,
20,19.205,blue,127,126.152,blue,132,129.387,blue,
21,19.205,blue,129,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,126,129.387,blue,
20,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,131,126.152,blue,131,129.387,blue,
22,19.205,blue,129,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,126,129.387,blue,
21,19.205,blue,127,126.152,blue,127,129.387,blue,
22,19.205,blue,127,126.152,blue,129,129.387,blue,
20,19.205,blue,129,126.152,blue,126,129.387,blue,
20,19.205,blue,127,126.152,blue,130,129.387,blue,
19,19.205,blue,127,126.152,blue,129,129.387,blue,
20,19.205,blue,130,126.152,blue,128,129.387,blue,
19,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,128,126.152,blue,130,129.387,blue,
20,19.205,blue,128,126.152,blue,134,129.387,blue,
21,19.205,blue,123,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,130,129.387,blue,
20,19.205,blue,128,126.152,blue,126,129.387,blue,
20,19.205,blue,126,126.152,blue,137,129.387,blue,
20,19.205,blue,124,126.152,blue,131,129.387,blue,
20,19.205,blue,126,126.152,blue,125,129.387,blue,
19,19.205,blue,124,126.152,blue,134,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
22,19.205,blue,125,126.152,blue,125,129.387,blue,
23,19.205,blue,127,126.152,blue,125,129.387,blue,
20,19.205,blue,126,126.152,blue,125,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
22,19.205,blue,127,126.152,blue,130,129.387,blue,
21,19.205,blue,129,126.152,blue,128,129.387,blue,
22,19.205,blue,125,126.152,blue,128,129.387,blue,
23,19.205,blue,127,126.152,blue,126,129.387,blue,
20,19.205,blue,125,126.152,blue,130,129.387,blue,
21,19.205,blue,125,126.152,blue,133,129.387,blue,
22,19.205,blue,126,126.152,blue,127,129.387,blue,
21,19.205,blue,126,126.152,blue,127,129.387,blue,
22,19.205,blue,127,126.152,blue,127,129.387,blue,
20,19.205,blue,126,126.152,blue,140,129.387,blue,
21,19.205,blue,127,126.152,blue,130,129.387,blue,
19,19.205,blue,127,126.152,blue,131,129.387,blue,
21,19.205,blue,125,126.152,blue,131,129.387,blue,
21,19.205,blue,129,126.152,blue,130,129.387,blue,
21,19.205,blue,128,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,126,129.387,blue,
21,19.205,blue,126,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,130,129.387,blue,
22,19.205,blue,128,126.152,blue,126,129.387,blue,
20,19.205,blue,127,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,126,129.387,blue,
20,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,125,126.152,blue,129,129.387,blue,
22,19.205,blue,126,126.152,blue,126,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
22,19.205,blue,125,126.152,blue,126,129.387,blue,
22,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
20,19.205,blue,128,126.152,blue,133,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
22,19.205,blue,123,126.152,blue,127,129.387,blue,
22,19.205,blue,123,126.152,blue,129,129.387,blue,
20,19.205,blue,126,126.152,blue,129,129.387,blue,
21,19.205,blue,124,126.152,blue,134,129.387,blue,
23,19.205,blue,127,126.152,blue,124,129.387,blue,
22,19.205,blue,125,126.152,blue,127,129.387,blue,
20,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,131,126.152,blue,132,129.387,blue,
20,19.205,blue,130,126.152,blue,132,129.387,blue,
23,19.205,blue,128,126.152,blue,126,129.387,blue,
21,19.205,blue,128,126.152,blue,125,129.387,blue,
20,19.205,blue,126,126.152,blue,127,129.387,blue,
20,19.205,blue,127,126.152,blue,132,129.387,blue,
21,19.205,blue,129,126.152,blue,128,129.387,blue,
20,19.205,blue,124,126.152,blue,130,129.387,blue,
19,19.205,blue,127,126.152,blue,132,129.387,blue,
20,19.205,blue,124,126.152,blue,136,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,128,129.387,blue,
19,19.205,blue,127,126.152,blue,131,129.387,blue,
20,19.205,blue,126,126.152,blue,132,129.387,blue,
20,19.205,blue,126,126.152,blue,131,129.387,blue,
21,19.205,blue,126,126.152,blue,128,129.387,blue,
21,19.205,blue,130,126.152,blue,127,129.387,blue,
22,19.205,blue,127,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,128,129.387,blue,
21,19.205,blue,129,126.152,blue,130,129.387,blue,
20,19.205,blue,128,126.152,blue,127,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
19,19.205,blue,129,126.152,blue,133,129.387,blue,
22,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,126,129.387,blue,
20,19.205,blue,125,126.152,blue,132,129.387,blue,
20,19.205,blue,131,126.152,blue,127,129.387,blue,
21,19.205,blue,128,126.152,blue,129,129.387,blue,
20,19.205,blue,125,126.152,blue,135,129.387,blue,
22,19.205,blue,127,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,127,129.387,blue,
19,19.205,blue,125,126.152,blue,124,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
21,19.205,blue,130,126.152,blue,127,129.387,blue,
21,19.205,blue,126,126.152,blue,131,129.387,blue,
20,19.205,blue,127,126.152,blue,127,129.387,blue,
22,19.205,blue,129,126.152,blue,126,129.387,blue,
21,19.205,blue,132,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,129,129.387,blue,
22,19.205,blue,126,126.152,blue,128,129.387,blue,
22,19.205,blue,125,126.152,blue,125,129.387,blue,
21,19.205,blue,125,126.152,blue,124,129.387,blue,
22,19.205,blue,127,126.152,blue,123,129.387,blue,
20,19.205,blue,130,126.152,blue,128,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,129,126.152,blue,129,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
20,19.205,blue,125,126.152,blue,132,129.387,blue,
21,19.205,blue,126,126.152,blue,127,129.387,blue,
21,19.205,blue,127,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,128,126.152,blue,129,129.387,blue,
20,19.205,blue,128,126.152,blue,132,129.387,blue,
22,19.205,blue,125,126.152,blue,124,129.387,blue,
20,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,131,129.387,blue,
23,19.205,blue,124,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
22,19.205,blue,126,126.152,blue,133,129.387,blue,
22,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,126,126.152,blue,136,129.387,blue,
23,19.205,blue,127,126.152,blue,125,129.387,blue,
21,19.205,blue,130,126.152,blue,127,129.387,blue,
21,19.205,blue,125,126.152,blue,131,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
22,19.205,blue,126,126.152,blue,128,129.387,blue,
22,19.205,blue,123,126.152,blue,128,129.387,blue,
22,19.205,blue,126,126.152,blue,133,129.387,blue,
23,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
22,19.205,blue,123,126.152,blue,130,129.387,blue,
22,19.205,blue,126,126.152,blue,129,129.387,blue,
23,19.205,blue,126,126.152,blue,128,129.387,blue,
23,19.205,blue,126,126.152,blue,128,129.387,blue,
23,19.205,blue,125,126.152,blue,127,129.387,blue,
22,19.205,blue,129,126.152,blue,129,129.387,blue,
24,19.205,blue,125,126.152,blue,127,129.387,blue,
23,19.205,blue,127,126.152,blue,127,129.387,blue,
23,19.205,blue,127,126.152,blue,127,129.387,blue,
23,19.205,blue,125,126.152,blue,128,129.387,blue,
22,19.205,blue,126,126.152,blue,131,129.387,blue,
21,19.205,blue,127,126.152,blue,130,129.387,blue,
21,19.205,blue,130,126.152,blue,130,129.387,blue,
20,19.205,blue,131,126.152,blue,129,129.387,blue,
23,19.205,blue,130,126.152,blue,129,129.387,blue,
22,19.205,blue,128,126.152,blue,132,129.387,blue,
23,19.205,blue,125,126.152,blue,128,129.387,blue,
23,19.205,blue,124,126.152,blue,129,129.387,blue,
21,19.205,blue,124,126.152,blue,129,129.387,blue,
22,19.205,blue,126,126.152,blue,134,129.387,blue,
23,19.205,blue,125,126.152,blue,129,129.387,blue,
22,19.205,blue,128,126.152,blue,128,129.387,blue,
23,19.205,blue,128,126.152,blue,128,129.387,blue,
22,19.205,blue,126,126.152,blue,126,129.387,blue,
22,19.205,blue,125,126.152,blue,127,129.387,blue,
23,19.205,blue,125,126.152,blue,126,129.387,blue,
22,19.205,blue,128,126.152,blue,128,129.387,blue,
22,19.205,blue,129,126.152,blue,126,129.387,blue,
22,19.205,blue,128,126.152,blue,125,129.387,blue,
22,19.205,blue,125,126.152,blue,130,129.387,blue,
22,19.205,blue,129,126.152,blue,132,129.387,blue,
22,19.205,blue,128,126.152,blue,128,129.387,blue,
22,19.205,blue,125,126.152,blue,127,129.387,blue,
22,19.205,blue,124,126.152,blue,124,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
22,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
22,19.205,blue,127,126.152,blue,129,129.387,blue,
22,19.205,blue,122,126.152,blue,131,129.387,blue,
21,19.205,blue,126,126.152,blue,132,129.387,blue,
21,19.205,blue,129,126.152,blue,128,129.387,blue,
22,19.205,blue,126,126.152,blue,130,129.387,blue,
23,19.205,blue,127,126.152,blue,126,129.387,blue,
22,19.205,blue,128,126.152,blue,126,129.387,blue,
23,19.205,blue,126,126.152,blue,124,129.387,blue,
23,19.205,blue,125,126.152,blue,126,129.387,blue,
22,19.205,blue,130,126.152,blue,128,129.387,blue,
22,19.205,blue,128,126.152,blue,127,129.387,blue,
23,19.205,blue,126,126.152,blue,126,129.387,blue,
21,19.205,blue,126,126.152,blue,134,129.387,blue,
22,19.205,blue,125,126.152,blue,127,129.387,blue,
22,19.205,blue,126,126.152,blue,127,129.387,blue,
21,19.205,blue,128,126.152,blue,129,129.387,blue,
22,19.205,blue,128,126.152,blue,129,129.387,blue,
22,19.205,blue,126,126.152,blue,130,129.387,blue,
21,19.205,blue,125,126.152,blue,133,129.387,blue,
21,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,130,126.152,blue,130,129.387,blue,
21,19.205,blue,126,126.152,blue,128,129.387,blue,
21,19.205,blue,128,126.152,blue,137,129.387,blue,
20,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,127,126.152,blue,127,129.387,blue,
20,19.205,blue,128,126.152,blue,128,129.387,blue,
22,19.205,blue,127,126.152,blue,131,129.387,blue,
22,19.205,blue,128,126.152,blue,131,129.387,blue,
22,19.205,blue,129,126.152,blue,130,129.387,blue,
22,19.205,blue,130,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
21,19.205,blue,128,126.152,blue,136,129.387,blue,
21,19.205,blue,126,126.152,blue,131,129.387,blue,
22,19.205,blue,125,126.152,blue,128,129.387,blue,
20,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,129,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
22,19.205,blue,126,126.152,blue,128,129.387,blue,
20,19.205,blue,129,126.152,blue,131,129.387,blue,
21,19.205,blue,126,126.152,blue,138,129.387,blue,
22,19.205,blue,127,126.152,blue,129,129.387,blue,
22,19.205,blue,124,126.152,blue,129,129.387,blue,
22,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,131,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,130,126.152,blue,132,129.387,blue,
21,19.205,blue,129,126.152,blue,129,129.387,blue,
20,19.205,blue,129,126.152,blue,128,129.387,blue,
20,19.205,blue,126,126.152,blue,127,129.387,blue,
20,19.205,blue,130,126.152,blue,130,129.387,blue,
20,19.205,blue,127,126.152,blue,130,129.387,blue,
20,19.205,blue,127,126.152,blue,130,129.387,blue,
20,19.205,blue,130,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
21,19.205,blue,124,126.152,blue,127,129.387,blue,
20,19.205,blue,128,126.152,blue,128,129.387,blue,
20,19.205,blue,129,126.152,blue,128,129.387,blue,
20,19.205,blue,129,126.152,blue,131,129.387,blue,
21,19.205,blue,126,126.152,blue,125,129.387,blue,
22,19.205,blue,123,126.152,blue,127,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
19,19.205,blue,127,126.152,blue,127,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
20,19.205,blue,126,126.152,blue,131,129.387,blue,
20,19.205,blue,126,126.152,blue,127,129.387,blue,
20,19.205,blue,128,126.152,blue,127,129.387,blue,
19,19.205,blue,126,126.152,blue,132,129.387,blue,
22,19.205,blue,127,126.152,blue,126,129.387,blue,
21,19.205,blue,130,126.152,blue,124,129.387,blue,
20,19.205,blue,130,126.152,blue,130,129.387,blue,
20,19.205,blue,129,126.152,blue,132,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,127,126.152,blue,130,129.387,blue,
20,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,129,126.152,blue,126,129.387,blue,
20,19.205,blue,125,126.152,blue,126,129.387,blue,
20,19.205,blue,129,126.152,blue,132,129.387,blue,
19,19.205,blue,128,126.152,blue,130,129.387,blue,
20,19.205,blue,127,126.152,blue,133,129.387,blue,
20,19.205,blue,126,126.152,blue,127,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,128,126.152,blue,131,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
20,19.205,blue,129,126.152,blue,132,129.387,blue,
20,19.205,blue,127,126.152,blue,132,129.387,blue,
21,19.205,blue,123,126.152,blue,127,129.387,blue,
20,19.205,blue,126,126.152,blue,133,129.387,blue,
20,19.205,blue,129,126.152,blue,127,129.387,blue,
21,19.205,blue,129,126.152,blue,131,129.387,blue,
21,19.205,blue,130,126.152,blue,127,129.387,blue,
21,19.205,blue,126,126.152,blue,125,129.387,blue,
20,19.205,blue,126,126.152,blue,128,129.387,blue,
20,19.205,blue,126,126.152,blue,132,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
20,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,130,126.152,blue,129,129.387,blue,
20,19.205,blue,123,126.152,blue,130,129.387,blue,
19,19.205,blue,127,126.152,blue,130,129.387,blue,
21,19.205,blue,126,126.152,blue,131,129.387,blue,
21,19.205,blue,127,126.152,blue,127,129.387,blue,
22,19.205,blue,126,126.152,blue,124,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
19,19.205,blue,127,126.152,blue,132,129.387,blue,
20,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,125,129.387,blue,
20,19.205,blue,123,126.152,blue,128,129.387,blue,
19,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,124,126.152,blue,129,129.387,blue,
21,19.205,blue,129,126.152,blue,127,129.387,blue,
21,19.205,blue,128,126.152,blue,126,129.387,blue,
20,19.205,blue,127,126.152,blue,129,129.387,blue,
20,19.205,blue,128,126.152,blue,127,129.387,blue,
19,19.205,blue,124,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,124,129.387,blue,
19,19.205,blue,129,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,128,129.387,blue,
22,19.205,blue,127,126.152,blue,128,129.387,blue,
21,19.205,blue,126,126.152,blue,131,129.387,blue,
20,19.205,blue,126,126.152,blue,131,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
19,19.205,blue,129,126.152,blue,129,129.387,blue,
19,19.205,blue,128,126.152,blue,133,129.387,blue,
22,19.205,blue,127,126.152,blue,126,129.387,blue,
21,19.205,blue,127,126.152,blue,124,129.387,blue,
19,19.205,blue,130,126.152,blue,126,129.387,blue,
20,19.205,blue,127,126.152,blue,126,129.387,blue,
20,19.205,blue,131,126.152,blue,126,129.387,blue,
20,19.205,blue,126,126.152,blue,128,129.387,blue,
20,19.205,blue,127,126.152,blue,128,129.387,blue,
20,19.205,blue,127,126.152,blue,132,129.387,blue,
19,19.205,blue,128,126.152,blue,133,129.387,blue,
20,19.205,blue,127,126.152,blue,129,129.387,blue,
20,19.205,blue,128,126.152,blue,126,129.387,blue,
20,19.205,blue,128,126.152,blue,133,129.387,blue,
20,19.205,blue,131,126.152,blue,127,129.387,blue,
19,19.205,blue,127,126.152,blue,128,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
19,19.205,blue,125,126.152,blue,128,129.387,blue,
19,19.205,blue,126,126.152,blue,136,129.387,blue,
20,19.205,blue,127,126.152,blue,132,129.387,blue,
22,19.205,blue,125,126.152,blue,124,129.387,blue,
20,19.205,blue,126,126.152,blue,129,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
19,19.205,blue,126,126.152,blue,128,129.387,blue,
19,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,136,129.387,blue,
22,19.205,blue,127,126.152,blue,131,129.387,blue,
21,19.205,blue,127,126.152,blue,125,129.387,blue,
20,19.205,blue,125,126.152,blue,133,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,130,126.152,blue,130,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
22,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,124,126.152,blue,128,129.387,blue,
21,19.205,blue,126,126.152,blue,130,129.387,blue,
22,19.205,blue,126,126.152,blue,130,129.387,blue,
23,19.205,blue,126,126.152,blue,125,129.387,blue,
20,19.205,blue,126,126.152,blue,134,129.387,blue,
22,19.205,blue,125,126.152,blue,129,129.387,blue,
20,19.205,blue,126,126.152,blue,130,129.387,blue,
20,19.205,blue,124,126.152,blue,133,129.387,blue,
20,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,127,126.152,blue,128,129.387,blue,
22,19.205,blue,123,126.152,blue,130,129.387,blue,
22,19.205,blue,130,126.152,blue,128,129.387,blue,
22,19.205,blue,125,126.152,blue,126,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,129,126.152,blue,132,129.387,blue,
25,19.205,blue,123,126.152,blue,124,129.387,blue,
22,19.205,blue,127,126.152,blue,125,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
20,19.205,blue,126,126.152,blue,132,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,128,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,127,129.387,blue,
20,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,126,126.152,blue,129,129.387,blue,
20,19.205,blue,126,126.152,blue,136,129.387,blue,
23,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,126,129.387,blue,
20,19.205,blue,130,126.152,blue,128,129.387,blue,
19,19.205,blue,128,126.152,blue,132,129.387,blue,
22,19.205,blue,126,126.152,blue,130,129.387,blue,
23,19.205,blue,127,126.152,blue,126,129.387,blue,
22,19.205,blue,127,126.152,blue,127,129.387,blue,
22,19.205,blue,127,126.152,blue,131,129.387,blue,
21,19.205,blue,124,126.152,blue,127,129.387,blue,
21,19.205,blue,126,126.152,blue,135,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,129,126.152,blue,128,129.387,blue,
22,19.205,blue,122,126.152,blue,130,129.387,blue,
22,19.205,blue,129,126.152,blue,127,129.387,blue,
22,19.205,blue,128,126.152,blue,129,129.387,blue,
23,19.205,blue,125,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,130,129.387,blue,
21,19.205,blue,125,126.152,blue,130,129.387,blue,
21,19.205,blue,127,126.152,blue,134,129.387,blue,
21,19.205,blue,128,126.152,blue,134,129.387,blue,
20,19.205,blue,127,126.152,blue,134,129.387,blue,
22,19.205,blue,130,126.152,blue,128,129.387,blue,
21,19.205,blue,125,126.152,blue,127,129.387,blue,
21,19.205,blue,128,126.152,blue,134,129.387,blue,
23,19.205,blue,127,126.152,blue,128,129.387,blue,
21,19.205,blue,125,126.152,blue,128,129.387,blue,
22,19.205,blue,128,126.152,blue,132,129.387,blue,
22,19.205,blue,126,126.152,blue,130,129.387,blue,
21,19.205,blue,128,126.152,blue,127,129.387,blue,
21,19.205,blue,129,126.152,blue,128,129.387,blue,
20,19.205,blue,125,126.152,blue,135,129.387,blue,
21,19.205,blue,128,126.152,blue,132,129.387,blue,
22,19.205,blue,124,126.152,blue,124,129.387,blue,
20,19.205,blue,127,126.152,blue,131,129.387,blue,
20,19.205,blue,127,126.152,blue,131,129.387,blue,
20,19.205,blue,127,126.152,blue,132,129.387,blue,
20,19.205,blue,125,126.152,blue,135,129.387,blue,
21,19.205,blue,127,126.152,blue,133,129.387,blue,
22,19.205,blue,126,126.152,blue,129,129.387,blue,
20,19.205,blue,123,126.152,blue,129,129.387,blue,
21,19.205,blue,125,126.152,blue,130,129.387,blue,
22,19.205,blue,125,126.152,blue,126,129.387,blue,
21,19.205,blue,128,126.152,blue,128,129.387,blue,
21,19.205,blue,125,126.152,blue,128,129.387,blue,
21,19.205,blue,127,126.152,blue,132,129.387,blue,
23,19.205,blue,128,126.152,blue,127,129.387,blue,
23,19.205,blue,124,126.152,blue,126,129.387,blue,
20,19.205,blue,126,126.152,blue,128,129.387,blue,
22,19.205,blue,128,126.152,blue,129,129.387,blue,
21,19.205,blue,127,126.152,blue,129,129.387,blue,
22,19.205,blue,125,126.152,blue,129,129.387,blue,
20,19.205,blue,127,126.152,blue,129,129.387,blue,
21,19.205,blue,128,126.152,blue,132,129.387,blue,
21,19.205,blue,128,126.152,blue,127,129.387,blue,
22,19.205,blue,128,126.152,blue,132,129.387,blue,
