
LINEST FOR Y,,,LINEST FOR U,,,LINEST FOR V,
=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;1),=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;2),,=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;1),=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;2),,=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;1),=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;2),,
57,49.382,green,97,102.658,green,124,119.732,green,
57,49.382,green,97,102.658,green,130,119.732,green,
57,49.382,green,100,102.658,green,127,119.732,green,
58,49.382,green,97,102.658,green,123,119.732,green,
57,49.382,green,98,102.658,green,127,119.732,green,
57,49.382,green,97,102.658,green,122,119.732,green,
57,49.382,green,97,102.658,green,127,119.732,green,
56,49.382,green,98,102.658,green,131,119.732,green,
57,49.382,green,99,102.658,green,130,119.732,green,
58,49.382,green,96,102.658,green,128,119.732,green,
58,49.382,green,95,102.658,green,125,119.732,green,
57,49.382,green,97,102.658,green,122,119.732,green,
60,49.382,green,96,102.658,green,121,119.732,green,
60,49.382,green,96,102.658,green,116,119.732,green,
56,49.382,green,99,102.658,green,122,119.732,green,
54,49.382,green,99,102.658,green,126,119.732,green,
55,49.382,green,100,102.658,green,129,119.732,green,
56,49.382,green,97,102.658,green,128,119.732,green,
58,49.382,green,100,102.658,green,127,119.732,green,
57,49.382,green,97,102.658,green,126,119.732,green,
58,49.382,green,96,102.658,green,127,119.732,green,
58,49.382,green,96,102.658,green,123,119.732,green,
58,49.382,green,95,102.658,green,122,119.732,green,
59,49.382,green,96,102.658,green,121,119.732,green,
56,49.382,green,97,102.658,green,124,119.732,green,
62,49.382,green,95,102.658,green,123,119.732,green,
61,49.382,green,96,102.658,green,116,119.732,green,
61,49.382,green,97,102.658,green,125,119.732,green,
62,49.382,green,94,102.658,green,126,119.732,green,
62,49.382,green,95,102.658,green,118,119.732,green,
62,49.382,green,94,102.658,green,122,119.732,green,
61,49.382,green,96,102.658,green,119,119.732,green,
61,49.382,green,99,102.658,green,120,119.732,green,
61,49.382,green,95,102.658,green,123,119.732,green,
60,49.382,green,98,102.658,green,124,119.732,green,
57,49.382,green,97,102.658,green,130,119.732,green,
59,49.382,green,99,102.658,green,129,119.732,green,
60,49.382,green,95,102.658,green,126,119.732,green,
60,49.382,green,96,102.658,green,126,119.732,green,
62,49.382,green,95,102.658,green,125,119.732,green,
62,49.382,green,94,102.658,green,114,119.732,green,
62,49.382,green,96,102.658,green,119,119.732,green,
61,49.382,green,95,102.658,green,125,119.732,green,
61,49.382,green,98,102.658,green,121,119.732,green,
58,49.382,green,97,102.658,green,130,119.732,green,
56,49.382,green,98,102.658,green,129,119.732,green,
60,49.382,green,101,102.658,green,135,119.732,green,
61,49.382,green,95,102.658,green,123,119.732,green,
62,49.382,green,97,102.658,green,129,119.732,green,
60,49.382,green,99,102.658,green,121,119.732,green,
61,49.382,green,96,102.658,green,129,119.732,green,
60,49.382,green,94,102.658,green,120,119.732,green,
62,49.382,green,95,102.658,green,125,119.732,green,
63,49.382,green,96,102.658,green,119,119.732,green,
63,49.382,green,93,102.658,green,117,119.732,green,
57,49.382,green,97,102.658,green,127,119.732,green,
57,49.382,green,102,102.658,green,126,119.732,green,
59,49.382,green,98,102.658,green,129,119.732,green,
63,49.382,green,95,102.658,green,129,119.732,green,
63,49.382,green,94,102.658,green,126,119.732,green,
60,49.382,green,96,102.658,green,124,119.732,green,
62,49.382,green,94,102.658,green,128,119.732,green,
60,49.382,green,94,102.658,green,127,119.732,green,
62,49.382,green,97,102.658,green,125,119.732,green,
61,49.382,green,94,102.658,green,135,119.732,green,
61,49.382,green,93,102.658,green,123,119.732,green,
60,49.382,green,96,102.658,green,117,119.732,green,
61,49.382,green,95,102.658,green,115,119.732,green,
61,49.382,green,95,102.658,green,124,119.732,green,
59,49.382,green,96,102.658,green,128,119.732,green,
60,49.382,green,96,102.658,green,130,119.732,green,
62,49.382,green,95,102.658,green,124,119.732,green,
59,49.382,green,95,102.658,green,125,119.732,green,
61,49.382,green,97,102.658,green,121,119.732,green,
62,49.382,green,93,102.658,green,125,119.732,green,
58,49.382,green,94,102.658,green,128,119.732,green,
55,49.382,green,99,102.658,green,133,119.732,green,
58,49.382,green,99,102.658,green,129,119.732,green,
60,49.382,green,98,102.658,green,128,119.732,green,
58,49.382,green,97,102.658,green,128,119.732,green,
57,49.382,green,96,102.658,green,140,119.732,green,
58,49.382,green,98,102.658,green,139,119.732,green,
61,49.382,green,95,102.658,green,126,119.732,green,
59,49.382,green,96,102.658,green,126,119.732,green,
59,49.382,green,95,102.658,green,136,119.732,green,
61,49.382,green,98,102.658,green,121,119.732,green,
58,49.382,green,98,102.658,green,120,119.732,green,
59,49.382,green,99,102.658,green,130,119.732,green,
58,49.382,green,98,102.658,green,125,119.732,green,
59,49.382,green,99,102.658,green,128,119.732,green,
60,49.382,green,94,102.658,green,127,119.732,green,
60,49.382,green,97,102.658,green,129,119.732,green,
62,49.382,green,95,102.658,green,125,119.732,green,
63,49.382,green,94,102.658,green,122,119.732,green,
62,49.382,green,93,102.658,green,119,119.732,green,
56,49.382,green,104,102.658,green,128,119.732,green,
57,49.382,green,99,102.658,green,136,119.732,green,
61,49.382,green,97,102.658,green,126,119.732,green,
59,49.382,green,99,102.658,green,130,119.732,green,
59,49.382,green,96,102.658,green,128,119.732,green,
57,49.382,green,95,102.658,green,123,119.732,green,
60,49.382,green,99,102.658,green,123,119.732,green,
61,49.382,green,96,102.658,green,121,119.732,green,
61,49.382,green,96,102.658,green,119,119.732,green,
60,49.382,green,97,102.658,green,122,119.732,green,
59,49.382,green,95,102.658,green,121,119.732,green,
58,49.382,green,98,102.658,green,124,119.732,green,
60,49.382,green,96,102.658,green,124,119.732,green,
59,49.382,green,97,102.658,green,118,119.732,green,
58,49.382,green,98,102.658,green,127,119.732,green,
60,49.382,green,95,102.658,green,124,119.732,green,
60,49.382,green,96,102.658,green,127,119.732,green,
61,49.382,green,95,102.658,green,120,119.732,green,
62,49.382,green,93,102.658,green,118,119.732,green,
62,49.382,green,96,102.658,green,118,119.732,green,
59,49.382,green,95,102.658,green,118,119.732,green,
61,49.382,green,95,102.658,green,125,119.732,green,
56,49.382,green,99,102.658,green,126,119.732,green,
56,49.382,green,101,102.658,green,132,119.732,green,
60,49.382,green,97,102.658,green,131,119.732,green,
59,49.382,green,96,102.658,green,126,119.732,green,
56,49.382,green,99,102.658,green,138,119.732,green,
60,49.382,green,99,102.658,green,127,119.732,green,
57,49.382,green,97,102.658,green,128,119.732,green,
55,49.382,green,98,102.658,green,129,119.732,green,
115,104.654,pink,200,200.809,pink,111,115.322,pink,
114,104.654,pink,199,200.809,pink,113,115.322,pink,
111,104.654,pink,203,200.809,pink,118,115.322,pink,
111,104.654,pink,202,200.809,pink,121,115.322,pink,
109,104.654,pink,204,200.809,pink,120,115.322,pink,
116,104.654,pink,202,200.809,pink,121,115.322,pink,
114,104.654,pink,199,200.809,pink,117,115.322,pink,
117,104.654,pink,201,200.809,pink,107,115.322,pink,
116,104.654,pink,200,200.809,pink,114,115.322,pink,
109,104.654,pink,202,200.809,pink,117,115.322,pink,
113,104.654,pink,205,200.809,pink,119,115.322,pink,
106,104.654,pink,204,200.809,pink,120,115.322,pink,
109,104.654,pink,209,200.809,pink,128,115.322,pink,
117,104.654,pink,202,200.809,pink,116,115.322,pink,
110,104.654,pink,200,200.809,pink,116,115.322,pink,
111,104.654,pink,204,200.809,pink,123,115.322,pink,
115,104.654,pink,203,200.809,pink,119,115.322,pink,
116,104.654,pink,199,200.809,pink,112,115.322,pink,
116,104.654,pink,200,200.809,pink,113,115.322,pink,
112,104.654,pink,199,200.809,pink,119,115.322,pink,
109,104.654,pink,203,200.809,pink,120,115.322,pink,
113,104.654,pink,205,200.809,pink,122,115.322,pink,
113,104.654,pink,202,200.809,pink,113,115.322,pink,
111,104.654,pink,204,200.809,pink,117,115.322,pink,
114,104.654,pink,202,200.809,pink,114,115.322,pink,
112,104.654,pink,203,200.809,pink,118,115.322,pink,
113,104.654,pink,204,200.809,pink,117,115.322,pink,
112,104.654,pink,201,200.809,pink,118,115.322,pink,
113,104.654,pink,201,200.809,pink,122,115.322,pink,
114,104.654,pink,202,200.809,pink,115,115.322,pink,
114,104.654,pink,203,200.809,pink,121,115.322,pink,
115,104.654,pink,200,200.809,pink,115,115.322,pink,
110,104.654,pink,203,200.809,pink,120,115.322,pink,
110,104.654,pink,205,200.809,pink,119,115.322,pink,
110,104.654,pink,206,200.809,pink,120,115.322,pink,
110,104.654,pink,204,200.809,pink,124,115.322,pink,
114,104.654,pink,202,200.809,pink,118,115.322,pink,
111,104.654,pink,203,200.809,pink,119,115.322,pink,
116,104.654,pink,201,200.809,pink,121,115.322,pink,
111,104.654,pink,200,200.809,pink,119,115.322,pink,
110,104.654,pink,203,200.809,pink,118,115.322,pink,
114,104.654,pink,203,200.809,pink,119,115.322,pink,
115,104.654,pink,201,200.809,pink,105,115.322,pink,
112,104.654,pink,202,200.809,pink,114,115.322,pink,
105,104.654,pink,207,200.809,pink,124,115.322,pink,
109,104.654,pink,208,200.809,pink,125,115.322,pink,
113,104.654,pink,201,200.809,pink,119,115.322,pink,
112,104.654,pink,202,200.809,pink,118,115.322,pink,
115,104.654,pink,203,200.809,pink,113,115.322,pink,
111,104.654,pink,202,200.809,pink,117,115.322,pink,
110,104.654,pink,205,200.809,pink,118,115.322,pink,
112,104.654,pink,205,200.809,pink,121,115.322,pink,
112,104.654,pink,202,200.809,pink,114,115.322,pink,
113,104.654,pink,203,200.809,pink,116,115.322,pink,
111,104.654,pink,203,200.809,pink,120,115.322,pink,
111,104.654,pink,203,200.809,pink,119,115.322,pink,
109,104.654,pink,204,200.809,pink,120,115.322,pink,
112,104.654,pink,204,200.809,pink,120,115.322,pink,
109,104.654,pink,202,200.809,pink,120,115.322,pink,
109,104.654,pink,207,200.809,pink,129,115.322,pink,
111,104.654,pink,201,200.809,pink,111,115.322,pink,
109,104.654,pink,207,200.809,pink,117,115.322,pink,
115,104.654,pink,202,200.809,pink,111,115.322,pink,
111,104.654,pink,201,200.809,pink,115,115.322,pink,
113,104.654,pink,206,200.809,pink,119,115.322,pink,
111,104.654,pink,199,200.809,pink,116,115.322,pink,
112,104.654,pink,203,200.809,pink,120,115.322,pink,
112,104.654,pink,203,200.809,pink,117,115.322,pink,
114,104.654,pink,201,200.809,pink,114,115.322,pink,
116,104.654,pink,199,200.809,pink,114,115.322,pink,
114,104.654,pink,200,200.809,pink,112,115.322,pink,
112,104.654,pink,201,200.809,pink,117,115.322,pink,
110,104.654,pink,203,200.809,pink,119,115.322,pink,
111,104.654,pink,202,200.809,pink,118,115.322,pink,
108,104.654,pink,204,200.809,pink,126,115.322,pink,
110,104.654,pink,203,200.809,pink,126,115.322,pink,
110,104.654,pink,204,200.809,pink,123,115.322,pink,
114,104.654,pink,202,200.809,pink,114,115.322,pink,
113,104.654,pink,200,200.809,pink,113,115.322,pink,
105,104.654,pink,205,200.809,pink,126,115.322,pink,
113,104.654,pink,202,200.809,pink,117,115.322,pink,
112,104.654,pink,199,200.809,pink,114,115.322,pink,
110,104.654,pink,203,200.809,pink,120,115.322,pink,
113,104.654,pink,203,200.809,pink,119,115.322,pink,
115,104.654,pink,200,200.809,pink,116,115.322,pink,
116,104.654,pink,197,200.809,pink,110,115.322,pink,
113,104.654,pink,202,200.809,pink,118,115.322,pink,
111,104.654,pink,203,200.809,pink,118,115.322,pink,
116,104.654,pink,200,200.809,pink,113,115.322,pink,
110,104.654,pink,200,200.809,pink,112,115.322,pink,
107,104.654,pink,207,200.809,pink,124,115.322,pink,
107,104.654,pink,204,200.809,pink,125,115.322,pink,
112,104.654,pink,202,200.809,pink,123,115.322,pink,
111,104.654,pink,203,200.809,pink,120,115.322,pink,
115,104.654,pink,200,200.809,pink,116,115.322,pink,
112,104.654,pink,201,200.809,pink,118,115.322,pink,
107,104.654,pink,202,200.809,pink,122,115.322,pink,
108,104.654,pink,205,200.809,pink,122,115.322,pink,
110,104.654,pink,206,200.809,pink,122,115.322,pink,
112,104.654,pink,200,200.809,pink,115,115.322,pink,
112,104.654,pink,205,200.809,pink,119,115.322,pink,
113,104.654,pink,199,200.809,pink,115,115.322,pink,
109,104.654,pink,203,200.809,pink,127,115.322,pink,
113,104.654,pink,205,200.809,pink,124,115.322,pink,
112,104.654,pink,201,200.809,pink,119,115.322,pink,
113,104.654,pink,202,200.809,pink,120,115.322,pink,
109,104.654,pink,203,200.809,pink,124,115.322,pink,
111,104.654,pink,203,200.809,pink,124,115.322,pink,
115,104.654,pink,202,200.809,pink,117,115.322,pink,
111,104.654,pink,203,200.809,pink,119,115.322,pink,
114,104.654,pink,202,200.809,pink,114,115.322,pink,
112,104.654,pink,200,200.809,pink,120,115.322,pink,
109,104.654,pink,205,200.809,pink,126,115.322,pink,
114,104.654,pink,203,200.809,pink,125,115.322,pink,
113,104.654,pink,200,200.809,pink,122,115.322,pink,
113,104.654,pink,202,200.809,pink,123,115.322,pink,
114,104.654,pink,201,200.809,pink,119,115.322,pink,
111,104.654,pink,203,200.809,pink,120,115.322,pink,
115,104.654,pink,201,200.809,pink,114,115.322,pink,
115,104.654,pink,200,200.809,pink,117,115.322,pink,
111,104.654,pink,203,200.809,pink,117,115.322,pink,
112,104.654,pink,204,200.809,pink,122,115.322,pink,
116,104.654,pink,202,200.809,pink,116,115.322,pink,
111,104.654,pink,205,200.809,pink,126,115.322,pink,
114,104.654,pink,200,200.809,pink,117,115.322,pink,
110,104.654,pink,204,200.809,pink,125,115.322,pink,
113,104.654,pink,203,200.809,pink,120,115.322,pink,
117,104.654,pink,201,200.809,pink,116,115.322,pink,
112,104.654,pink,201,200.809,pink,120,115.322,pink,
114,104.654,pink,203,200.809,pink,119,115.322,pink,
110,104.654,pink,204,200.809,pink,121,115.322,pink,
107,104.654,pink,205,200.809,pink,121,115.322,pink,
114,104.654,pink,205,200.809,pink,123,115.322,pink,
110,104.654,pink,204,200.809,pink,124,115.322,pink,
108,104.654,pink,206,200.809,pink,129,115.322,pink,
113,104.654,pink,203,200.809,pink,125,115.322,pink,
115,104.654,pink,200,200.809,pink,124,115.322,pink,
114,104.654,pink,201,200.809,pink,121,115.322,pink,
113,104.654,pink,200,200.809,pink,124,115.322,pink,
109,104.654,pink,203,200.809,pink,125,115.322,pink,
114,104.654,pink,201,200.809,pink,115,115.322,pink,
111,104.654,pink,203,200.809,pink,117,115.322,pink,
114,104.654,pink,203,200.809,pink,120,115.322,pink,
110,104.654,pink,202,200.809,pink,118,115.322,pink,
110,104.654,pink,206,200.809,pink,125,115.322,pink,
113,104.654,pink,203,200.809,pink,121,115.322,pink,
111,104.654,pink,202,200.809,pink,123,115.322,pink,
110,104.654,pink,206,200.809,pink,128,115.322,pink,
119,104.654,pink,199,200.809,pink,114,115.322,pink,
113,104.654,pink,201,200.809,pink,117,115.322,pink,
111,104.654,pink,203,200.809,pink,121,115.322,pink,
108,104.654,pink,203,200.809,pink,124,115.322,pink,
117,104.654,pink,204,200.809,pink,122,115.322,pink,
115,104.654,pink,197,200.809,pink,114,115.322,pink,
112,104.654,pink,203,200.809,pink,122,115.322,pink,
118,104.654,pink,198,200.809,pink,118,115.322,pink,
112,104.654,pink,201,200.809,pink,120,115.322,pink,
117,104.654,pink,200,200.809,pink,116,115.322,pink,
115,104.654,pink,200,200.809,pink,115,115.322,pink,
112,104.654,pink,200,200.809,pink,117,115.322,pink,
116,104.654,pink,201,200.809,pink,113,115.322,pink,
112,104.654,pink,201,200.809,pink,114,115.322,pink,
118,104.654,pink,201,200.809,pink,112,115.322,pink,
117,104.654,pink,198,200.809,pink,111,115.322,pink,
114,104.654,pink,200,200.809,pink,115,115.322,pink,
114,104.654,pink,201,200.809,pink,118,115.322,pink,
114,104.654,pink,201,200.809,pink,116,115.322,pink,
112,104.654,pink,203,200.809,pink,118,115.322,pink,
115,104.654,pink,204,200.809,pink,116,115.322,pink,
117,104.654,pink,199,200.809,pink,106,115.322,pink,
113,104.654,pink,202,200.809,pink,117,115.322,pink,
115,104.654,pink,201,200.809,pink,119,115.322,pink,
111,104.654,pink,201,200.809,pink,120,115.322,pink,
111,104.654,pink,207,200.809,pink,123,115.322,pink,
113,104.654,pink,202,200.809,pink,116,115.322,pink,
112,104.654,pink,201,200.809,pink,118,115.322,pink,
111,104.654,pink,203,200.809,pink,126,115.322,pink,
112,104.654,pink,202,200.809,pink,114,115.322,pink,
115,104.654,pink,204,200.809,pink,125,115.322,pink,
111,104.654,pink,201,200.809,pink,122,115.322,pink,
116,104.654,pink,202,200.809,pink,114,115.322,pink,
111,104.654,pink,202,200.809,pink,121,115.322,pink,
115,104.654,pink,202,200.809,pink,112,115.322,pink,
115,104.654,pink,201,200.809,pink,117,115.322,pink,
115,104.654,pink,198,200.809,pink,120,115.322,pink,
109,104.654,pink,201,200.809,pink,116,115.322,pink,
110,104.654,pink,207,200.809,pink,128,115.322,pink,
112,104.654,pink,201,200.809,pink,117,115.322,pink,
115,104.654,pink,203,200.809,pink,114,115.322,pink,
113,104.654,pink,201,200.809,pink,119,115.322,pink,
112,104.654,pink,202,200.809,pink,117,115.322,pink,
112,104.654,pink,201,200.809,pink,118,115.322,pink,
112,104.654,pink,203,200.809,pink,120,115.322,pink,
115,104.654,pink,201,200.809,pink,123,115.322,pink,
115,104.654,pink,198,200.809,pink,117,115.322,pink,
108,104.654,pink,202,200.809,pink,124,115.322,pink,
111,104.654,pink,204,200.809,pink,131,115.322,pink,
111,104.654,pink,203,200.809,pink,119,115.322,pink,
111,104.654,pink,205,200.809,pink,122,115.322,pink,
114,104.654,pink,199,200.809,pink,118,115.322,pink,
114,104.654,pink,199,200.809,pink,117,115.322,pink,
110,104.654,pink,202,200.809,pink,118,115.322,pink,
110,104.654,pink,201,200.809,pink,117,115.322,pink,
114,104.654,pink,202,200.809,pink,120,115.322,pink,
109,104.654,pink,202,200.809,pink,119,115.322,pink,
118,104.654,pink,198,200.809,pink,116,115.322,pink,
111,104.654,pink,200,200.809,pink,113,115.322,pink,
115,104.654,pink,202,200.809,pink,107,115.322,pink,
110,104.654,pink,200,200.809,pink,115,115.322,pink,
114,104.654,pink,203,200.809,pink,120,115.322,pink,
112,104.654,pink,198,200.809,pink,113,115.322,pink,
110,104.654,pink,203,200.809,pink,118,115.322,pink,
111,104.654,pink,204,200.809,pink,118,115.322,pink,
111,104.654,pink,202,200.809,pink,116,115.322,pink,
112,104.654,pink,201,200.809,pink,121,115.322,pink,
109,104.654,pink,203,200.809,pink,119,115.322,pink,
111,104.654,pink,201,200.809,pink,118,115.322,pink,
109,104.654,pink,205,200.809,pink,125,115.322,pink,
116,104.654,pink,198,200.809,pink,118,115.322,pink,
111,104.654,pink,200,200.809,pink,121,115.322,pink,
110,104.654,pink,199,200.809,pink,111,115.322,pink,
107,104.654,pink,208,200.809,pink,120,115.322,pink,
113,104.654,pink,202,200.809,pink,118,115.322,pink,
108,104.654,pink,204,200.809,pink,118,115.322,pink,
113,104.654,pink,202,200.809,pink,116,115.322,pink,
110,104.654,pink,200,200.809,pink,113,115.322,pink,
108,104.654,pink,206,200.809,pink,119,115.322,pink,
112,104.654,pink,201,200.809,pink,115,115.322,pink,
109,104.654,pink,202,200.809,pink,118,115.322,pink,
110,104.654,pink,203,200.809,pink,115,115.322,pink,
107,104.654,pink,201,200.809,pink,116,115.322,pink,
109,104.654,pink,205,200.809,pink,120,115.322,pink,
108,104.654,pink,203,200.809,pink,120,115.322,pink,
105,104.654,pink,205,200.809,pink,125,115.322,pink,
108,104.654,pink,206,200.809,pink,130,115.322,pink,
109,104.654,pink,204,200.809,pink,127,115.322,pink,
112,104.654,pink,200,200.809,pink,123,115.322,pink,
110,104.654,pink,201,200.809,pink,117,115.322,pink,
110,104.654,pink,202,200.809,pink,121,115.322,pink,
108,104.654,pink,204,200.809,pink,117,115.322,pink,
113,104.654,pink,199,200.809,pink,112,115.322,pink,
111,104.654,pink,203,200.809,pink,115,115.322,pink,
109,104.654,pink,201,200.809,pink,114,115.322,pink,
111,104.654,pink,204,200.809,pink,120,115.322,pink,
108,104.654,pink,204,200.809,pink,118,115.322,pink,
112,104.654,pink,205,200.809,pink,116,115.322,pink,
115,104.654,pink,198,200.809,pink,108,115.322,pink,
111,104.654,pink,200,200.809,pink,117,115.322,pink,
110,104.654,pink,201,200.809,pink,117,115.322,pink,
107,104.654,pink,206,200.809,pink,128,115.322,pink,
109,104.654,pink,205,200.809,pink,126,115.322,pink,
112,104.654,pink,199,200.809,pink,119,115.322,pink,
109,104.654,pink,202,200.809,pink,121,115.322,pink,
112,104.654,pink,203,200.809,pink,125,115.322,pink,
110,104.654,pink,202,200.809,pink,116,115.322,pink,
115,104.654,pink,202,200.809,pink,120,115.322,pink,
113,104.654,pink,198,200.809,pink,114,115.322,pink,
115,104.654,pink,199,200.809,pink,113,115.322,pink,
110,104.654,pink,201,200.809,pink,117,115.322,pink,
110,104.654,pink,204,200.809,pink,124,115.322,pink,
113,104.654,pink,203,200.809,pink,122,115.322,pink,
110,104.654,pink,199,200.809,pink,116,115.322,pink,
109,104.654,pink,204,200.809,pink,118,115.322,pink,
105,104.654,pink,204,200.809,pink,119,115.322,pink,
108,104.654,pink,209,200.809,pink,123,115.322,pink,
111,104.654,pink,201,200.809,pink,118,115.322,pink,
114,104.654,pink,201,200.809,pink,120,115.322,pink,
111,104.654,pink,202,200.809,pink,116,115.322,pink,
115,104.654,pink,199,200.809,pink,115,115.322,pink,
111,104.654,pink,201,200.809,pink,115,115.322,pink,
114,104.654,pink,202,200.809,pink,117,115.322,pink,
113,104.654,pink,198,200.809,pink,114,115.322,pink,
111,104.654,pink,201,200.809,pink,118,115.322,pink,
107,104.654,pink,205,200.809,pink,123,115.322,pink,
108,104.654,pink,204,200.809,pink,123,115.322,pink,
110,104.654,pink,205,200.809,pink,121,115.322,pink,
108,104.654,pink,202,200.809,pink,122,115.322,pink,
106,104.654,pink,206,200.809,pink,122,115.322,pink,
109,104.654,pink,205,200.809,pink,120,115.322,pink,
108,104.654,pink,203,200.809,pink,115,115.322,pink,
110,104.654,pink,204,200.809,pink,117,115.322,pink,
111,104.654,pink,204,200.809,pink,117,115.322,pink,
111,104.654,pink,200,200.809,pink,117,115.322,pink,
110,104.654,pink,203,200.809,pink,121,115.322,pink,
111,104.654,pink,202,200.809,pink,117,115.322,pink,
114,104.654,pink,200,200.809,pink,111,115.322,pink,
110,104.654,pink,200,200.809,pink,117,115.322,pink,
112,104.654,pink,202,200.809,pink,117,115.322,pink,
110,104.654,pink,202,200.809,pink,118,115.322,pink,
114,104.654,pink,200,200.809,pink,116,115.322,pink,
110,104.654,pink,200,200.809,pink,114,115.322,pink,
110,104.654,pink,204,200.809,pink,123,115.322,pink,
112,104.654,pink,199,200.809,pink,117,115.322,pink,
113,104.654,pink,199,200.809,pink,116,115.322,pink,
112,104.654,pink,200,200.809,pink,119,115.322,pink,
109,104.654,pink,201,200.809,pink,120,115.322,pink,
105,104.654,pink,202,200.809,pink,124,115.322,pink,
112,104.654,pink,204,200.809,pink,121,115.322,pink,
107,104.654,pink,203,200.809,pink,123,115.322,pink,
110,104.654,pink,204,200.809,pink,122,115.322,pink,
111,104.654,pink,203,200.809,pink,118,115.322,pink,
114,104.654,pink,201,200.809,pink,115,115.322,pink,
116,104.654,pink,200,200.809,pink,113,115.322,pink,
116,104.654,pink,198,200.809,pink,118,115.322,pink,
115,104.654,pink,198,200.809,pink,121,115.322,pink,
112,104.654,pink,199,200.809,pink,121,115.322,pink,
111,104.654,pink,203,200.809,pink,125,115.322,pink,
111,104.654,pink,202,200.809,pink,120,115.322,pink,
113,104.654,pink,203,200.809,pink,121,115.322,pink,
115,104.654,pink,201,200.809,pink,115,115.322,pink,
111,104.654,pink,204,200.809,pink,124,115.322,pink,
111,104.654,pink,203,200.809,pink,120,115.322,pink,
112,104.654,pink,206,200.809,pink,121,115.322,pink,
114,104.654,pink,201,200.809,pink,120,115.322,pink,
114,104.654,pink,200,200.809,pink,120,115.322,pink,
117,104.654,pink,199,200.809,pink,124,115.322,pink,
113,104.654,pink,199,200.809,pink,117,115.322,pink,
109,104.654,pink,204,200.809,pink,124,115.322,pink,
115,104.654,pink,201,200.809,pink,120,115.322,pink,
114,104.654,pink,200,200.809,pink,119,115.322,pink,
111,104.654,pink,203,200.809,pink,121,115.322,pink,
115,104.654,pink,202,200.809,pink,122,115.322,pink,
113,104.654,pink,199,200.809,pink,118,115.322,pink,
111,104.654,pink,204,200.809,pink,123,115.322,pink,
114,104.654,pink,202,200.809,pink,118,115.322,pink,
118,104.654,pink,200,200.809,pink,124,115.322,pink,
113,104.654,pink,201,200.809,pink,113,115.322,pink,
118,104.654,pink,197,200.809,pink,117,115.322,pink,
114,104.654,pink,199,200.809,pink,123,115.322,pink,
108,104.654,pink,203,200.809,pink,118,115.322,pink,
115,104.654,pink,200,200.809,pink,115,115.322,pink,
114,104.654,pink,201,200.809,pink,117,115.322,pink,
109,104.654,pink,203,200.809,pink,120,115.322,pink,
116,104.654,pink,204,200.809,pink,124,115.322,pink,
109,104.654,pink,201,200.809,pink,119,115.322,pink,
110,104.654,pink,207,200.809,pink,132,115.322,pink,
112,104.654,pink,201,200.809,pink,124,115.322,pink,
117,104.654,pink,200,200.809,pink,115,115.322,pink,
115,104.654,pink,198,200.809,pink,121,115.322,pink,
116,104.654,pink,199,200.809,pink,117,115.322,pink,
115,104.654,pink,199,200.809,pink,114,115.322,pink,
110,104.654,pink,201,200.809,pink,115,115.322,pink,
111,104.654,pink,207,200.809,pink,121,115.322,pink,
116,104.654,pink,202,200.809,pink,122,115.322,pink,
112,104.654,pink,201,200.809,pink,116,115.322,pink,
114,104.654,pink,203,200.809,pink,123,115.322,pink,
115,104.654,pink,201,200.809,pink,117,115.322,pink,
119,104.654,pink,197,200.809,pink,116,115.322,pink,
119,104.654,pink,200,200.809,pink,121,115.322,pink,
114,104.654,pink,198,200.809,pink,110,115.322,pink,
108,104.654,pink,206,200.809,pink,121,115.322,pink,
113,104.654,pink,205,200.809,pink,124,115.322,pink,
113,104.654,pink,201,200.809,pink,119,115.322,pink,
111,104.654,pink,202,200.809,pink,125,115.322,pink,
112,104.654,pink,204,200.809,pink,122,115.322,pink,
112,104.654,pink,202,200.809,pink,127,115.322,pink,
112,104.654,pink,204,200.809,pink,117,115.322,pink,
115,104.654,pink,201,200.809,pink,120,115.322,pink,
108,104.654,pink,203,200.809,pink,121,115.322,pink,
112,104.654,pink,205,200.809,pink,129,115.322,pink,
112,104.654,pink,204,200.809,pink,127,115.322,pink,
115,104.654,pink,201,200.809,pink,115,115.322,pink,
112,104.654,pink,201,200.809,pink,115,115.322,pink,
115,104.654,pink,203,200.809,pink,119,115.322,pink,
112,104.654,pink,200,200.809,pink,123,115.322,pink,
113,104.654,pink,202,200.809,pink,124,115.322,pink,
112,104.654,pink,204,200.809,pink,119,115.322,pink,
112,104.654,pink,205,200.809,pink,125,115.322,pink,
111,104.654,pink,202,200.809,pink,122,115.322,pink,
115,104.654,pink,201,200.809,pink,121,115.322,pink,
109,104.654,pink,204,200.809,pink,124,115.322,pink,
116,104.654,pink,200,200.809,pink,121,115.322,pink,
115,104.654,pink,200,200.809,pink,119,115.322,pink,
110,104.654,pink,202,200.809,pink,125,115.322,pink,
110,104.654,pink,204,200.809,pink,127,115.322,pink,
113,104.654,pink,204,200.809,pink,124,115.322,pink,
116,104.654,pink,199,200.809,pink,119,115.322,pink,
109,104.654,pink,204,200.809,pink,121,115.322,pink,
113,104.654,pink,204,200.809,pink,122,115.322,pink,
